timestamps,TP9,AF7,AF8,TP10
1742208026.393,-385.742,-676.270,-572.266,-76.660
1742208026.397,-977.539,707.031,-944.824,-794.922
1742208026.401,817.383,-877.930,-339.355,169.434
1742208026.405,-532.715,-178.711,529.297,-1000.000
1742208026.409,-1000.000,-1000.000,325.684,-1000.000
1742208026.413,-848.633,-992.188,-364.258,-418.457
1742208026.417,456.543,241.211,-747.070,-920.410
1742208026.420,-990.234,-982.910,-369.141,501.953
1742208026.424,-887.207,-912.598,319.824,-902.832
1742208026.428,148.438,447.266,304.199,-1000.000
1742208026.432,-415.527,-809.082,-54.199,-153.809
1742208026.436,919.434,410.645,-410.156,-903.320
1742208026.437,-850.586,-740.723,19.043,788.574
1742208026.441,176.758,182.617,763.184,-536.133
1742208026.445,-1000.000,-1000.000,-986.328,-1000.000
1742208026.449,-216.309,-416.016,395.020,-90.332
1742208026.453,986.816,955.566,-316.406,-995.117
1742208026.457,-937.988,967.285,182.129,-961.426
1742208026.461,552.734,992.676,881.836,86.426
1742208026.464,-838.867,-169.922,-961.426,-1000.000
1742208026.468,-1000.000,-1000.000,681.641,-423.828
1742208026.472,-943.848,-943.848,-39.062,-876.953
1742208026.476,-1000.000,-1000.000,297.852,202.148
1742208026.480,-962.402,-977.051,978.027,-1000.000
1742208026.437,-850.586,-740.723,19.043,788.574
1742208026.441,176.758,182.617,763.184,-536.133
1742208026.445,-1000.000,-1000.000,-986.328,-1000.000
1742208026.449,-216.309,-416.016,395.020,-90.332
1742208026.453,986.816,955.566,-316.406,-995.117
1742208026.457,-937.988,967.285,182.129,-961.426
1742208026.461,552.734,992.676,881.836,86.426
1742208026.464,-838.867,-169.922,-961.426,-1000.000
1742208026.468,-1000.000,-1000.000,681.641,-423.828
1742208026.472,-943.848,-943.848,-39.062,-876.953
1742208026.476,-1000.000,-1000.000,297.852,202.148
1742208026.480,-962.402,-977.051,978.027,-1000.000
1742208026.437,-850.586,-740.723,19.043,788.574
1742208026.441,176.758,182.617,763.184,-536.133
1742208026.445,-1000.000,-1000.000,-986.328,-1000.000
1742208026.449,-216.309,-416.016,395.020,-90.332
1742208026.453,986.816,955.566,-316.406,-995.117
1742208026.457,-937.988,967.285,182.129,-961.426
1742208026.461,552.734,992.676,881.836,86.426
1742208026.464,-838.867,-169.922,-961.426,-1000.000
1742208026.468,-1000.000,-1000.000,681.641,-423.828
1742208026.472,-943.848,-943.848,-39.062,-876.953
