timestamps,TP9,AF7,AF8,TP10
1742377434.458,-1000.000,64.941,128.418,-1000.000
1742377434.462,-1000.000,85.449,130.859,-1000.000
1742377434.466,-238.281,102.051,146.484,-94.727
1742377434.470,999.512,102.539,144.531,997.070
1742377434.474,-221.680,66.895,149.414,-565.918
1742377434.478,-619.629,94.238,199.707,-560.547
1742377434.482,999.512,110.840,197.754,999.023
1742377434.485,-79.102,67.871,174.805,-195.312
1742377434.489,-1000.000,65.430,169.922,-1000.000
1742377434.493,-135.742,93.262,176.270,-155.273
1742377434.497,999.512,119.629,169.922,999.512
1742377434.501,221.680,75.684,165.527,231.445
1742377434.518,-1000.000,61.035,157.227,-1000.000
1742377434.522,-271.973,62.988,158.203,-351.562
1742377434.526,999.512,70.312,149.902,999.512
1742377434.530,541.504,79.590,166.016,498.535
1742377434.534,-887.695,56.152,156.250,-885.742
1742377434.538,-1000.000,60.547,131.836,-1000.000
1742377434.542,186.523,84.961,108.398,175.293
1742377434.545,999.512,78.125,76.660,904.297
1742377434.549,-502.930,58.594,108.398,-788.574
1742377434.553,-542.480,28.809,123.535,-395.996
1742377434.557,999.512,26.855,109.863,947.266
1742377434.561,-145.020,69.336,86.426,-395.996
1742377434.518,-1000.000,61.035,157.227,-1000.000
1742377434.522,-271.973,62.988,158.203,-351.562
1742377434.526,999.512,70.312,149.902,999.512
1742377434.530,541.504,79.590,166.016,498.535
1742377434.534,-887.695,56.152,156.250,-885.742
1742377434.538,-1000.000,60.547,131.836,-1000.000
1742377434.542,186.523,84.961,108.398,175.293
1742377434.545,999.512,78.125,76.660,904.297
1742377434.549,-502.930,58.594,108.398,-788.574
1742377434.553,-542.480,28.809,123.535,-395.996
1742377434.557,999.512,26.855,109.863,947.266
1742377434.561,-145.020,69.336,86.426,-395.996
1742377434.563,-1000.000,54.199,61.035,-1000.000
1742377434.567,66.406,69.824,64.941,40.527
1742377434.571,999.512,110.840,80.078,999.512
1742377434.575,-257.812,91.797,74.219,-250.977
1742377434.579,-1000.000,74.219,50.781,-1000.000
1742377434.583,93.750,106.445,53.223,-62.500
1742377434.587,999.512,105.957,65.430,999.512
1742377434.590,291.992,109.863,64.941,328.613
1742377434.594,-1000.000,-12.695,64.453,-1000.000
1742377434.598,-355.469,-94.727,65.918,-453.125
1742377434.602,968.262,84.473,81.055,947.754
1742377434.606,999.512,116.211,78.125,999.512
1742377434.563,-1000.000,54.199,61.035,-1000.000
1742377434.567,66.406,69.824,64.941,40.527
1742377434.571,999.512,110.840,80.078,999.512
1742377434.575,-257.812,91.797,74.219,-250.977
1742377434.579,-1000.000,74.219,50.781,-1000.000
1742377434.583,93.750,106.445,53.223,-62.500
1742377434.587,999.512,105.957,65.430,999.512
1742377434.590,291.992,109.863,64.941,328.613
1742377434.594,-1000.000,-12.695,64.453,-1000.000
1742377434.598,-355.469,-94.727,65.918,-453.125
1742377434.602,968.262,84.473,81.055,947.754
1742377434.606,999.512,116.211,78.125,999.512
1742377434.608,115.234,62.012,52.734,-57.617
1742377434.612,-1000.000,58.105,59.082,-1000.000
1742377434.616,-263.184,99.121,72.266,-163.086
1742377434.620,999.512,109.863,72.266,999.512
1742377434.624,327.148,-17.578,62.500,262.207
1742377434.628,-1000.000,-20.996,57.617,-1000.000
1742377434.632,79.590,104.492,85.938,377.441
1742377434.635,940.430,98.145,135.254,730.957
1742377434.639,-889.648,-91.797,165.039,-1000.000
1742377434.643,-381.836,-53.223,141.113,-308.105
1742377434.647,999.512,114.258,130.371,999.512
1742377434.651,229.004,50.293,145.020,275.879
1742377434.608,115.234,62.012,52.734,-57.617
1742377434.612,-1000.000,58.105,59.082,-1000.000
1742377434.616,-263.184,99.121,72.266,-163.086
1742377434.620,999.512,109.863,72.266,999.512
1742377434.624,327.148,-17.578,62.500,262.207
1742377434.628,-1000.000,-20.996,57.617,-1000.000
1742377434.632,79.590,104.492,85.938,377.441
1742377434.635,940.430,98.145,135.254,730.957
1742377434.639,-889.648,-91.797,165.039,-1000.000
1742377434.643,-381.836,-53.223,141.113,-308.105
1742377434.647,999.512,114.258,130.371,999.512
1742377434.651,229.004,50.293,145.020,275.879
1742377434.653,-1000.000,-23.926,107.422,-1000.000
1742377434.657,-464.355,51.758,70.312,-667.480
1742377434.661,999.512,123.047,61.035,859.863
1742377434.665,876.465,46.875,54.688,771.484
1742377434.669,-492.676,9.277,38.086,-572.266
1742377434.673,-1000.000,69.336,36.133,-1000.000
1742377434.677,-196.289,130.371,46.387,-396.973
1742377434.680,999.512,38.574,46.875,920.898
1742377434.684,24.414,-104.004,47.852,-188.477
1742377434.688,-1000.000,32.227,49.316,-1000.000
1742377434.692,-1000.000,108.398,61.523,-1000.000
1742377434.696,-208.496,104.980,69.336,-308.105
1742377434.653,-1000.000,-23.926,107.422,-1000.000
1742377434.657,-464.355,51.758,70.312,-667.480
1742377434.661,999.512,123.047,61.035,859.863
1742377434.665,876.465,46.875,54.688,771.484
1742377434.669,-492.676,9.277,38.086,-572.266
1742377434.673,-1000.000,69.336,36.133,-1000.000
1742377434.677,-196.289,130.371,46.387,-396.973
1742377434.680,999.512,38.574,46.875,920.898
1742377434.684,24.414,-104.004,47.852,-188.477
1742377434.688,-1000.000,32.227,49.316,-1000.000
1742377434.692,-1000.000,108.398,61.523,-1000.000
1742377434.696,-208.496,104.980,69.336,-308.105
1742377434.697,999.512,108.887,59.082,993.652
1742377434.701,33.203,74.707,46.387,-237.305
1742377434.705,-1000.000,74.219,45.898,-1000.000
1742377434.709,-1000.000,74.219,55.664,-1000.000
1742377434.713,-261.230,86.914,20.996,-483.887
1742377434.717,999.512,96.191,-14.648,976.562
1742377434.721,161.621,85.938,-14.160,-16.602
1742377434.724,-1000.000,-61.523,-0.488,-1000.000
1742377434.728,-1000.000,-103.027,19.531,-1000.000
1742377434.732,-197.754,98.145,19.531,-173.828
1742377434.736,999.512,94.727,28.809,946.777
1742377434.740,-48.340,-35.156,41.504,-397.461
1742377434.743,-1000.000,6.348,41.016,-1000.000
1742377434.747,-244.141,91.309,22.949,93.750
1742377434.751,999.512,79.590,10.742,838.867
1742377434.755,-175.293,49.805,18.555,-554.688
1742377434.759,-1000.000,55.176,10.742,-1000.000
1742377434.763,445.312,113.770,17.090,450.684
1742377434.767,452.148,43.945,40.039,431.641
1742377434.770,-1000.000,-41.992,47.852,-1000.000
1742377434.774,-667.969,65.918,47.363,-878.906
1742377434.778,993.164,120.117,58.105,724.609
1742377434.782,388.672,-6.836,67.383,370.605
1742377434.786,-1000.000,-40.527,65.918,-1000.000
1742377434.743,-1000.000,6.348,41.016,-1000.000
1742377434.747,-244.141,91.309,22.949,93.750
1742377434.751,999.512,79.590,10.742,838.867
1742377434.755,-175.293,49.805,18.555,-554.688
1742377434.759,-1000.000,55.176,10.742,-1000.000
1742377434.763,445.312,113.770,17.090,450.684
1742377434.767,452.148,43.945,40.039,431.641
1742377434.770,-1000.000,-41.992,47.852,-1000.000
1742377434.774,-667.969,65.918,47.363,-878.906
1742377434.778,993.164,120.117,58.105,724.609
1742377434.782,388.672,-6.836,67.383,370.605
1742377434.786,-1000.000,-40.527,65.918,-1000.000
1742377435.268,933.105,42.969,348.633,900.879
1742377435.272,999.512,31.250,343.262,999.512
1742377435.276,104.004,7.324,328.613,138.184
1742377435.280,-1000.000,-10.742,320.801,-1000.000
1742377435.284,-115.723,16.113,357.422,-80.078
1742377435.288,999.512,0.000,387.207,999.512
1742377435.292,999.512,-9.277,367.676,999.512
1742377435.295,40.039,-17.090,355.957,107.422
1742377435.299,-1000.000,-17.578,327.148,-1000.000
1742377435.303,-102.539,22.949,302.734,-70.312
1742377435.307,999.512,-25.391,281.738,999.512
1742377435.311,999.512,-16.602,263.672,999.512
1742377434.743,-1000.000,6.348,41.016,-1000.000
1742377434.747,-244.141,91.309,22.949,93.750
1742377434.751,999.512,79.590,10.742,838.867
1742377434.755,-175.293,49.805,18.555,-554.688
1742377434.759,-1000.000,55.176,10.742,-1000.000
1742377434.763,445.312,113.770,17.090,450.684
1742377434.767,452.148,43.945,40.039,431.641
1742377434.770,-1000.000,-41.992,47.852,-1000.000
1742377434.774,-667.969,65.918,47.363,-878.906
1742377434.778,993.164,120.117,58.105,724.609
1742377434.782,388.672,-6.836,67.383,370.605
1742377434.786,-1000.000,-40.527,65.918,-1000.000
1742377434.788,-1000.000,61.523,57.129,-1000.000
