Time,Score,Penalty,ID,RollNumber,Group,EventType,EventDescription,EventPosition(X Y Z),EventRotation(X Y Z),EarthquakeMagnitude,PlayerSeated
1742205184746,20, 0,38,B22134,Group 1,,,,,,
1742204788979,,,,,,TrainingStarted,Training Started,0 0 0,0 0 0,0,False
1742204827214,,,,,,EntryUnderTable,Player entered the sitting zone.,5.227 0.683 2.29,0 270.0002 0,0,False
1742204831178,,,,,,ExitUnderTable,Player exited the sitting zone.,5.227 0.683 2.29,0 270.0002 0,0,False
1742204858392,,,,,,ItemPicked,Item Book_42 Picked.,4.504169 0.7161545 -0.119512,270 359.1682 0,0,False
1742204865333,,,,,,ItemDropped,Item Book_42 Dropped.,11.76459 0.9583691 -0.7787666,304.6577 281.3054 34.26052,0,False
1742204875303,,,,,,ItemPicked,Item Book_10 Picked.,4.571947 0.7161515 -1.593474,270 0.2833828 0,0,False
1742204882576,,,,,,ItemDropped,Item Book_10 Dropped.,11.91027 0.8124735 -1.255681,290.5807 312.2823 332.1758,0,False
1742204890938,,,,,,ItemPicked,Item Book_07 Picked.,4.474871 0.7161515 -2.996313,270 353.4831 0,0,False
1742204897924,,,,,,ItemDropped,Item Book_07 Dropped.,11.67457 0.8420334 -0.8322839,297.2077 316.8441 342.4693,0,False
1742204903861,,,,,,ItemPicked,Item Book_07 Picked.,11.71065 0.007163542 -0.9929025,89.75134 51.17549 188.0086,0,False
1742204905431,,,,,,ItemDropped,Item Book_07 Dropped.,11.60343 0.02360981 -0.9451368,75.77728 123.8383 253.5408,0,False
1742204905587,,,,,,ItemPicked,Item Book_07 Picked.,11.61262 0.007019498 -0.9509557,90 230.1278 0,0,False
1742204905775,,,,,,ItemDropped,Item Book_07 Dropped.,11.61412 0.004895739 -0.9562902,88.20496 258.9676 26.27921,0,False
1742204906131,,,,,,ItemPicked,Item Book_07 Picked.,11.61304 0.007038885 -0.9565356,89.98022 232.7204 0,0,False
1742204909463,,,,,,ItemDropped,Item Book_07 Dropped.,12.07311 0.8401511 -1.071368,83.84725 212.2191 0.8300583,0,False
1742204920097,,,,,,TrainingEnded,Training Ended,0 0 0,0 0 0,0,False
1742204974202,,,,,,SimulationStarted,Earthquake Simulation Started,0 0 0,0 0 0,0,False
1742204974202,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1742204974208,,,,,,BookPlaced,Book placed on the shelf.,-4.451957 0.8425807 0.2820493,359.9106 0.02420269 359.9345,0,False
1742204974208,,,,,,BookPlaced,Book placed on the shelf.,-4.440207 0.8426024 0.3556754,359.922 0.01968117 359.9348,0,False
1742204974208,,,,,,BookPlaced,Book placed on the shelf.,-4.437998 0.8425938 0.2601794,359.9071 0.0285223 359.9375,0,False
1742204974209,,,,,,BookPlaced,Book placed on the shelf.,-4.463289 0.8426483 0.2200648,359.9351 0.01137502 359.971,0,False
1742204974209,,,,,,BookPlaced,Book placed on the shelf.,-4.435287 0.1707797 0.3260242,359.9772 0.03888675 0.00467069,0,False
1742204974209,,,,,,BookPlaced,Book placed on the shelf.,-4.433869 0.1707748 0.3561393,359.976 0.03847507 -0.002920317,0,False
1742204974209,,,,,,BookPlaced,Book placed on the shelf.,-4.460601 0.842638 0.1803059,359.9346 0.01039269 359.9691,0,False
1742204974209,,,,,,BookPlaced,Book placed on the shelf.,-4.425708 0.1707503 0.211043,359.9771 0.03940145 0.00953843,0,False
1742204974209,,,,,,BookPlaced,Book placed on the shelf.,-4.423681 0.1707128 0.1804718,359.9761 0.0381061 -0.002266046,0,False
1742204974209,,,,,,BookPlaced,Book placed on the shelf.,-4.423224 0.1708043 0.3767668,359.9786 0.03920794 0.004023095,0,False
1742204974209,,,,,,BookPlaced,Book placed on the shelf.,-4.421131 0.1707098 0.242989,-0.004623737 0.03347189 359.9863,0,False
1742204974210,,,,,,BookPlaced,Book placed on the shelf.,-4.419132 0.1708143 0.298061,359.9801 0.04063275 0.01997856,0,False
1742204974210,,,,,,BookPlaced,Book placed on the shelf.,-4.403371 0.1707189 0.1516866,359.981 0.03849149 0.0002211142,0,False
1742204974210,,,,,,BookPlaced,Book placed on the shelf.,-4.42405 0.8446611 0.1410095,0 0 0,0,False
1742204974210,,,,,,BookPlaced,Book placed on the shelf.,-4.402483 0.8427147 0.3128912,359.9521 0.01671029 359.9749,0,False
1742204974210,,,,,,BookPlaced,Book placed on the shelf.,-4.395663 0.5100431 0.291341,0 0 0,0,False
1742204974210,,,,,,BookPlaced,Book placed on the shelf.,-4.395014 0.5019 0.1797043,359.9404 359.4992 0.3243577,0,False
1742204974210,,,,,,BookPlaced,Book placed on the shelf.,-4.395663 0.506276 0.2368213,0 0 0,0,False
1742204974210,,,,,,BookPlaced,Book placed on the shelf.,-4.329997 0.4885196 0.1411327,359.6972 359.8986 359.9117,0,False
1742204974211,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1742204974212,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1742204974214,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1742204974216,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1742204974217,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1742204974219,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1742204974221,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1742204974223,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
1742204974224,,,,,,RealtimeData,,-0.006 -7.152557E-07 0.61,0 180 0,0,False
