timestamps,TP9,AF7,AF8,TP10
1742203189.27,999.512,999.512,-55.176,999.512
1742203189.274,309.082,337.402,-242.188,35.645
1742203189.278,-1000.0,-1000.0,-158.203,-1000.0
1742203189.282,-888.672,-862.793,64.941,-861.816
1742203189.286,529.297,569.336,136.719,522.949
1742203189.29,999.512,999.512,-41.992,999.512
1742203189.294,480.957,502.441,-223.145,259.766
1742203189.297,-812.012,-803.223,-213.379,-918.945
1742203189.301,-1000.0,-1000.0,-18.555,-1000.0
1742203189.305,-337.891,-270.508,79.59,-176.27
1742203189.309,999.512,999.512,-17.09,999.512
1742203189.313,813.477,814.453,-166.992,677.246
1742203189.315,908.691,920.41,49.805,979.98
1742203189.319,910.156,923.34,-132.812,847.168
1742203189.323,-603.516,-630.859,-185.059,-645.508
1742203189.327,-1000.0,-1000.0,-41.992,-1000.0
1742203189.33,-137.207,154.785,139.648,-78.613
1742203189.334,999.512,999.512,53.223,999.512
1742203189.338,821.289,788.086,-156.738,812.988
1742203189.342,-548.828,-528.809,-197.754,-555.176
1742203189.346,-1000.0,-1000.0,-11.719,-1000.0
1742203189.315,908.691,920.41,49.805,979.98
1742203189.319,910.156,923.34,-132.812,847.168
1742203189.323,-603.516,-630.859,-185.059,-645.508
1742203189.327,-1000.0,-1000.0,-41.992,-1000.0
1742203189.33,-137.207,154.785,139.648,-78.613
1742203189.334,999.512,999.512,53.223,999.512
1742203189.338,821.289,788.086,-156.738,812.988
1742203189.342,-548.828,-528.809,-197.754,-555.176
1742203189.346,-1000.0,-1000.0,-11.719,-1000.0
1742203189.375,-641.602,-587.402,193.848,-557.129
1742203189.379,789.062,815.918,159.18,859.375
1742203189.383,999.512,999.512,-30.273,960.449
1742203189.387,-362.305,-369.141,-87.402,-479.492
1742203189.391,-1000.0,-1000.0,51.27,-1000.0
1742203189.395,-552.246,-68.848,214.355,-503.418
1742203189.399,875.488,999.512,145.996,903.809
1742203189.402,985.352,911.133,-72.266,935.547
1742203189.406,-436.523,-391.113,-165.039,-503.906
1742203189.41,-1000.0,-1000.0,-89.844,-1000.0
1742203189.414,-849.609,-810.059,96.191,-842.285
1742203189.418,545.41,595.215,160.156,586.426
1742203189.405,999.512,999.512,-95.215,999.512
1742203189.409,-308.105,-303.223,-231.445,-423.34
1742203189.413,-1000.0,-1000.0,-103.516,-1000.0
1742203189.417,-947.266,-929.199,73.242,-917.48
1742203189.421,340.82,386.23,179.199,425.293
1742203189.425,999.512,999.512,35.645,999.512
1742203189.429,-83.984,-115.723,-166.992,-254.395
1742203189.432,-1000.0,-1000.0,-84.961,-1000.0
1742203189.436,-944.824,-903.809,98.145,-912.598
1742203189.44,300.781,372.559,164.551,344.238
1742203189.444,999.512,999.512,-26.855,999.512
1742203189.448,540.527,581.543,-184.57,322.754
1742203189.405,999.512,999.512,-95.215,999.512
1742203189.409,-308.105,-303.223,-231.445,-423.34
1742203189.413,-1000.0,-1000.0,-103.516,-1000.0
1742203189.417,-947.266,-929.199,73.242,-917.48
1742203189.421,340.82,386.23,179.199,425.293
1742203189.425,999.512,999.512,35.645,999.512
1742203189.429,-83.984,-115.723,-166.992,-254.395
1742203189.432,-1000.0,-1000.0,-84.961,-1000.0
1742203189.436,-944.824,-903.809,98.145,-912.598
1742203189.44,300.781,372.559,164.551,344.238
1742203189.444,999.512,999.512,-26.855,999.512
1742203189.448,540.527,581.543,-184.57,322.754
1742203189.45,-758.301,-719.727,-142.578,-868.652
1742203189.454,-1000.0,-1000.0,0.488,-1000.0
1742203189.458,-658.203,-638.672,91.797,-522.461
1742203189.462,887.207,890.137,12.695,977.051
1742203189.466,773.438,791.504,-168.457,570.801
1742203189.47,-743.164,-720.703,-158.203,-862.305
1742203189.474,-1000.0,-1000.0,-13.672,-1000.0
1742203189.477,-634.277,-672.363,75.684,-491.211
1742203189.481,849.609,817.871,38.086,925.293
1742203189.485,812.5,817.871,-136.719,780.762
1742203189.489,-606.934,-605.469,-185.547,-707.031
1742203189.493,-1000.0,-1000.0,-12.207,-1000.0
1742203189.45,-758.301,-719.727,-142.578,-868.652
1742203189.454,-1000.0,-1000.0,0.488,-1000.0
1742203189.458,-658.203,-638.672,91.797,-522.461
1742203189.462,887.207,890.137,12.695,977.051
1742203189.466,773.438,791.504,-168.457,570.801
1742203189.47,-743.164,-720.703,-158.203,-862.305
1742203189.474,-1000.0,-1000.0,-13.672,-1000.0
1742203189.477,-634.277,-672.363,75.684,-491.211
1742203189.481,849.609,817.871,38.086,925.293
1742203189.485,812.5,817.871,-136.719,780.762
1742203189.489,-606.934,-605.469,-185.547,-707.031
1742203189.493,-1000.0,-1000.0,-12.207,-1000.0
1742203189.497,-342.773,-428.223,199.707,-238.77
1742203189.501,717.773,632.812,-65.43,-454.59
1742203189.505,-630.859,-632.324,-478.027,-1000.0
1742203189.509,-1000.0,-1000.0,-324.707,-960.938
1742203189.513,-997.559,-927.734,-36.133,-1000.0
1742203189.517,-109.375,216.797,119.141,-1000.0
1742203189.521,999.512,999.512,-23.438,-1000.0
1742203189.524,819.824,780.273,-218.262,-1000.0
1742203189.528,-522.949,-523.926,-208.008,-1000.0
1742203189.532,-1000.0,-1000.0,-12.695,-1000.0
1742203189.536,-494.141,-377.93,151.367,-1000.0
1742203189.54,811.035,847.656,108.887,-1000.0
1742203189.54,996.582,999.512,-87.402,-1000.0
1742203189.544,999.512,944.824,-185.059,-1000.0
1742203189.548,-333.008,-526.855,-104.98,-1000.0
1742203189.552,-1000.0,-951.66,69.336,-1000.0
1742203189.556,581.543,637.695,98.145,-1000.0
1742203189.56,999.512,999.512,-82.031,-1000.0
1742203189.564,733.887,686.523,-209.473,-1000.0
1742203189.567,-554.688,-608.887,-157.715,-1000.0
1742203189.571,-1000.0,-1000.0,-0.977,-1000.0
1742203189.575,-567.871,-621.094,46.387,-1000.0
1742203189.579,852.051,841.309,-78.125,-1000.0
1742203189.583,971.68,938.477,-205.078,-1000.0
1742203189.585,-461.914,-541.016,-159.18,-1000.0
1742203189.589,-1000.0,-1000.0,19.531,-1000.0
1742203189.593,-722.656,-752.93,102.051,-1000.0
1742203189.597,661.133,627.441,-27.344,-1000.0
1742203189.601,999.512,999.512,-162.598,-1000.0
1742203189.605,894.043,857.422,-98.633,-1000.0
1742203189.609,929.688,990.234,52.246,-1000.0
1742203189.612,999.512,985.352,103.516,-1000.0
1742203189.616,178.711,-365.234,-34.18,-1000.0
1742203189.62,-975.098,-1000.0,-135.254,-956.055
1742203189.624,-1000.0,-981.934,-82.031,-1000.0
1742203189.628,-879.395,-912.109,101.562,-1000.0
1742203189.585,-461.914,-541.016,-159.18,-1000.0
1742203189.589,-1000.0,-1000.0,19.531,-1000.0
1742203189.593,-722.656,-752.93,102.051,-1000.0
1742203189.597,661.133,627.441,-27.344,-1000.0
1742203189.601,999.512,999.512,-162.598,-1000.0
1742203189.605,894.043,857.422,-98.633,-1000.0
1742203189.609,929.688,990.234,52.246,-1000.0
1742203189.612,999.512,985.352,103.516,-1000.0
1742203189.616,178.711,-365.234,-34.18,-1000.0
1742203189.62,-975.098,-1000.0,-135.254,-956.055
1742203189.624,-1000.0,-981.934,-82.031,-1000.0
1742203189.628,-879.395,-912.109,101.562,-1000.0
1742203189.585,-461.914,-541.016,-159.18,-1000.0
1742203189.589,-1000.0,-1000.0,19.531,-1000.0
1742203189.593,-722.656,-752.93,102.051,-1000.0
1742203189.597,661.133,627.441,-27.344,-1000.0
1742203189.601,999.512,999.512,-162.598,-1000.0
1742203189.605,894.043,857.422,-98.633,-1000.0
1742203189.609,929.688,990.234,52.246,-1000.0
1742203189.612,999.512,985.352,103.516,-1000.0
1742203189.616,178.711,-365.234,-34.18,-1000.0
1742203189.62,-975.098,-1000.0,-135.254,-956.055
1742203189.624,-1000.0,-981.934,-82.031,-1000.0
1742203189.628,-879.395,-912.109,101.562,-1000.0
1742203189.63,523.926,552.734,221.191,414.062
1742203189.634,999.512,999.512,20.508,999.512
1742203189.638,-165.527,-233.398,-205.566,-463.867
1742203189.642,-1000.0,-1000.0,-146.973,-1000.0
1742203189.646,-1000.0,-1000.0,12.695,-930.664
1742203189.65,-811.035,-507.324,109.863,-1000.0
1742203189.654,760.254,959.961,49.805,-1000.0
1742203189.657,964.355,906.25,-81.543,-978.516
1742203189.661,-633.301,-601.074,-85.938,-976.074
1742203189.665,-1000.0,-1000.0,24.902,-1000.0
1742203189.669,94.238,69.824,166.016,99.609
1742203189.673,999.512,983.398,114.258,999.512
1742203189.63,523.926,552.734,221.191,414.062
1742203189.634,999.512,999.512,20.508,999.512
1742203189.638,-165.527,-233.398,-205.566,-463.867
1742203189.642,-1000.0,-1000.0,-146.973,-1000.0
1742203189.646,-1000.0,-1000.0,12.695,-930.664
1742203189.65,-811.035,-507.324,109.863,-1000.0
1742203189.654,760.254,959.961,49.805,-1000.0
1742203189.657,964.355,906.25,-81.543,-978.516
1742203189.661,-633.301,-601.074,-85.938,-976.074
1742203189.665,-1000.0,-1000.0,24.902,-1000.0
1742203189.669,94.238,69.824,166.016,99.609
1742203189.673,999.512,983.398,114.258,999.512
1742203189.678,923.828,982.422,-97.656,916.016
