timestamps,TP9,AF7,AF8,TP10
1742554664.515,-986.816,-994.629,-420.41,-989.258
1742554664.519,-1000.0,-1000.0,66.406,-1000.0
1742554664.523,-245.605,-249.512,173.828,-234.863
1742554664.515,-986.816,-994.629,-420.41,-989.258
1742554664.519,-1000.0,-1000.0,66.406,-1000.0
1742554664.523,-245.605,-249.512,173.828,-234.863
1742554664.525,999.512,999.512,36.133,999.512
1742554664.529,787.109,733.398,-407.715,712.891
1742554664.533,-547.852,-613.281,-365.723,-642.09
1742554664.537,-1000.0,-1000.0,92.773,-1000.0
1742554664.541,-390.625,-411.621,247.07,-301.758
1742554664.545,908.203,899.414,83.008,970.215
1742554664.549,999.512,999.512,-383.301,999.512
1742554664.552,-124.512,-132.324,-497.559,-235.84
1742554664.556,-1000.0,-1000.0,-125.0,-1000.0
1742554664.56,-280.762,-284.18,250.977,-209.473
1742554664.564,935.059,987.305,134.766,966.797
1742554664.568,999.512,926.758,-419.922,999.512
1742554664.555,-119.629,-366.211,-509.766,-161.133
1742554664.559,-1000.0,-1000.0,-165.039,-1000.0
1742554664.563,-644.043,-586.426,135.742,-559.57
1742554664.567,685.059,723.633,104.492,756.348
1742554664.571,999.512,999.512,-257.324,999.512
1742554664.575,184.57,187.012,-325.195,187.5
1742554664.579,-1000.0,-1000.0,-66.406,-1000.0
1742554664.582,-777.832,-787.598,303.711,-657.227
1742554664.586,594.238,583.984,331.543,721.68
1742554664.59,999.512,999.512,-15.625,999.512
1742554664.594,189.453,175.781,-271.484,182.129
1742554664.598,-1000.0,-1000.0,-16.113,-1000.0
1742554664.555,-119.629,-366.211,-509.766,-161.133
1742554664.559,-1000.0,-1000.0,-165.039,-1000.0
1742554664.563,-644.043,-586.426,135.742,-559.57
1742554664.567,685.059,723.633,104.492,756.348
1742554664.571,999.512,999.512,-257.324,999.512
1742554664.575,184.57,187.012,-325.195,187.5
1742554664.579,-1000.0,-1000.0,-66.406,-1000.0
1742554664.582,-777.832,-787.598,303.711,-657.227
1742554664.586,594.238,583.984,331.543,721.68
1742554664.59,999.512,999.512,-15.625,999.512
1742554664.594,189.453,175.781,-271.484,182.129
1742554664.598,-1000.0,-1000.0,-16.113,-1000.0
1742554664.601,-676.27,-391.602,437.5,-665.039
1742554664.605,717.773,927.734,320.312,723.145
1742554664.609,999.512,999.512,-115.723,999.512
1742554664.613,192.383,182.617,-417.969,166.016
1742554664.617,-1000.0,-1000.0,-210.938,-1000.0
1742554664.621,-689.941,-275.391,335.449,-668.945
1742554664.625,703.125,979.98,334.961,707.52
1742554664.628,999.512,999.512,-120.605,999.512
1742554664.632,130.859,104.98,-571.777,134.277
1742554664.636,-1000.0,-1000.0,-360.84,-1000.0
1742554664.64,-1000.0,-1000.0,185.547,-1000.0
1742554664.644,-146.973,-78.125,305.176,-79.59
1742554664.601,-676.27,-391.602,437.5,-665.039
1742554664.605,717.773,927.734,320.312,723.145
1742554664.609,999.512,999.512,-115.723,999.512
1742554664.613,192.383,182.617,-417.969,166.016
1742554664.617,-1000.0,-1000.0,-210.938,-1000.0
1742554664.621,-689.941,-275.391,335.449,-668.945
1742554664.625,703.125,979.98,334.961,707.52
1742554664.628,999.512,999.512,-120.605,999.512
1742554664.632,130.859,104.98,-571.777,134.277
1742554664.636,-1000.0,-1000.0,-360.84,-1000.0
1742554664.64,-1000.0,-1000.0,185.547,-1000.0
1742554664.644,-146.973,-78.125,305.176,-79.59
1742554664.601,-676.27,-391.602,437.5,-665.039
1742554664.605,717.773,927.734,320.312,723.145
1742554664.609,999.512,999.512,-115.723,999.512
1742554664.613,192.383,182.617,-417.969,166.016
1742554664.617,-1000.0,-1000.0,-210.938,-1000.0
1742554664.621,-689.941,-275.391,335.449,-668.945
1742554664.625,703.125,979.98,334.961,707.52
1742554664.628,999.512,999.512,-120.605,999.512
1742554664.632,130.859,104.98,-571.777,134.277
1742554664.636,-1000.0,-1000.0,-360.84,-1000.0
1742554664.64,-1000.0,-1000.0,185.547,-1000.0
1742554664.644,-146.973,-78.125,305.176,-79.59
1742554664.66,999.512,999.512,55.176,999.512
1742554664.664,411.621,352.051,-437.012,335.449
1742554664.668,-918.457,-937.988,-333.984,-946.777
1742554664.672,-1000.0,-1000.0,209.961,-1000.0
1742554664.676,-240.723,-249.023,380.371,-236.816
1742554664.68,999.512,999.512,217.285,999.512
1742554664.684,644.531,549.805,-337.402,581.543
1742554664.687,-749.512,-837.891,-419.434,-804.199
1742554664.691,-1000.0,-1000.0,108.887,-1000.0
1742554664.695,-207.031,-223.633,495.605,-210.938
1742554664.699,999.512,999.512,308.105,999.512
1742554664.703,856.934,740.723,-316.406,790.039
1742554664.66,999.512,999.512,55.176,999.512
1742554664.664,411.621,352.051,-437.012,335.449
1742554664.668,-918.457,-937.988,-333.984,-946.777
1742554664.672,-1000.0,-1000.0,209.961,-1000.0
1742554664.676,-240.723,-249.023,380.371,-236.816
1742554664.68,999.512,999.512,217.285,999.512
1742554664.684,644.531,549.805,-337.402,581.543
1742554664.687,-749.512,-837.891,-419.434,-804.199
1742554664.691,-1000.0,-1000.0,108.887,-1000.0
1742554664.695,-207.031,-223.633,495.605,-210.938
1742554664.699,999.512,999.512,308.105,999.512
1742554664.703,856.934,740.723,-316.406,790.039
