id,Gamma/Beta Ratio pre,Theta/Beta Ratio post,Beta/Alpha Ratio pre,Gamma/Beta Ratio post,Beta/Alpha Ratio post,Beta/Theta Ratio post,Beta/Theta Ratio pre,Gamma/Beta Ratio dur,Theta/Beta Ratio dur,Beta/Alpha Ratio dur,Beta/Theta Ratio dur,Alpha/Beta Ratio post,Theta/Beta Ratio pre,Frontal Alpha Asymmetry post,Frontal Alpha Asymmetry pre,Alpha/Beta Ratio dur,Frontal Alpha Asymmetry dur,Alpha/Beta Ratio pre
10,0.07135247755804265,0.057821323119197854,331.12306524740654,0.15353942308610055,41.548741636622594,17.294657853790614,87.9907950043665,5.165460096521113,0.21926601622642333,12.602363319017824,4.560670263500195,0.02406811760379677,0.011364825149612245,7.554855591012778,2.8781663184320614,0.07935019604544585,5.565291883903921,0.003020025195927762
11,0.12838796457765997,0.3877722588018477,6.520499486915441,0.8055359694192398,8.630437706756451,2.578833264374907,12.031317571677796,0.07885523848137414,0.04040505650930307,21.1936199924898,24.749377587672843,0.11586897837373149,0.08311641630622735,2.0326333443514955,2.1924192252140884,0.047184011054004056,1.3351370988507618,0.15336248427082624
13,2.033146057752113,0.5060445679376707,8.06334066183988,0.49472733528597396,5.749605414066287,1.9761105312826313,4.889771580272367,0.0826077815914676,0.01709863621636236,216.4790743072425,58.48419647896016,0.17392497884350835,0.20450853042593425,0.796681663176809,1.2981523820712084,0.004619384128466518,2.0892472240960274,0.1240180766183605
14,6.961874476335069,0.2277056190391276,29.557232270060208,4.497491972755319,4.427997033336933,4.3916351481346885,1.971720460200505,5.9979696684413035,0.179908571024598,11.797425607657612,5.558378871584027,0.2258357429942543,0.5071712852735268,0.887821894526418,3.6743990688066184,0.08476425563140726,3.650138115322619,0.033832667107093886
15,4.9991789847561305,0.12018651988209234,5.206864528131377,0.9354043511200452,44.31055150895501,8.320400665407726,1.6795795610633153,,,,,0.0225679881189902,0.595387097570368,6.689915712198392,4.4878760916286495,,,0.1920541613090281
16,0.6291925469567943,0.547887271738758,42.92048100596423,2.51303819545435,7.513882977702724,1.8251929759682703,16.621598876816563,,,,,0.133086980854969,0.06016268395182956,-0.2780752193471976,5.479318391562771,,,0.023298900118594663
17,1.0569403728126976,,15.823574987099267,,,,3.889392244428448,,,,,,0.25710957834929077,3.196840485697223,1.5795335578813123,,,0.06319684400113663
18,4.1688914478361445,0.38948842218421814,19.507536569084028,1.1602830579722598,4.2875345353817425,2.5674704125788503,8.46007113717763,2.0322956500015525,0.1877501834702552,17.571200776073823,5.326226486262941,0.2332342729248628,0.11820231577078803,4.523516150201875,3.973775273674054,0.05691130690178386,5.712628633812955,0.05126223890231338
19,1.942029275797699,0.7765283085343179,28.826249285171695,0.6659613991951439,6.492894277539206,1.2877830582731498,12.676676904831288,0.21066680675622565,0.02295943368301441,72.64580088211136,43.555081271007516,0.15401452068290847,0.07888502700726589,-2.599198506608701,5.339887096195536,0.013765420545404774,5.307150389797197,0.03469060404311437
20,4.485124986316646,0.06393419458365154,22.912508530766306,0.7527694872857555,63.03787200967422,15.641082311463224,2.312967290629223,1.276289792509025,0.07491599741849109,49.00444916022067,13.348283870718054,0.015863479653097003,0.43234506776270004,4.914670537521836,3.8683788717204024,0.020406310388889123,3.9756468531668006,0.04364428271383845
21,0.30015563141757606,0.43433797825798837,8.632654194501775,0.3219368329570138,19.804204724597703,2.3023545028475945,7.988767066894064,0.3481490218422288,0.22952129497959747,15.505108258273346,4.356894204909795,0.05049432753833107,0.12517576136924316,0.6115753302794857,1.6164253077628103,0.06449487377596423,1.4107979188228406,0.11583922829167767
22,0.1926310076171002,0.06280068300405271,33.62516215080354,0.16302386050104709,19.866873293290155,15.923393698368965,13.402091260505326,0.1254365383345978,0.10266187972054107,15.732404696060428,9.740713911747276,0.050335046951637846,0.07461522090562865,3.772783588130274,4.347269658044748,0.0635630737525085,2.436240426935246,0.02973963353738364
23,0.21943960837395776,0.030446400171343167,18.16896726075148,0.052698928509196524,77.3695413822374,32.844605417136385,26.584677614286463,0.40829679720990186,0.24047391592718262,28.34308241461574,4.158455174418201,0.012924982908449567,0.037615652689450156,8.466831052519392,1.437402713476441,0.03528197763995944,2.124515498605433,0.05503890153185512
24,3.7846103791256076,0.16725342775099042,2.229237707029279,0.07710340411008892,44.961932145601935,5.978950706402359,1.0115684688536544,0.193347988225775,0.05940749590693455,7.411632631690485,16.832892629687013,0.02224103707913757,0.9885638301213914,1.4439200200543567,-0.18131895217076632,0.13492303918629528,0.9268375022522335,0.4485838351140298
25,0.2140554838010509,0.7103355633618036,27.140328145024338,2.062427339296408,5.066165477549677,1.4077853504438131,11.237193335079601,0.13277687445138475,0.045636614849757465,16.082741416199493,21.912229977883964,0.19738794645208949,0.08899019267366876,-3.171169368074299,1.2041014643300478,0.062178454165329085,1.9384284367270155,0.03684553829476564
26,0.10375931837819954,0.30439941431933537,73.88817796433798,0.39438055178074244,10.618341330834808,3.285157437756871,19.4268023014744,0.1259317813660939,0.05503398995045237,27.589433484067065,18.170588774324916,0.09417666741377775,0.051475275471563574,2.3829378896985887,3.932498654953246,0.03624576055820433,8.053539590245919,0.013533964803985945
27,1.8645047468331073,0.5121467687435639,9.162339035829346,6.990443837701296,4.766826832269353,1.952565282122688,3.399268335603235,8.622359824146843,0.4127503007111703,16.578665009692077,2.4227723111939503,0.20978316082942916,0.2941809534499546,2.7124495569399265,4.1859940714881105,0.060318487611360064,2.7570199644718656,0.10914243580045423
28,4.034554246675303,0.1674258884132504,18.051941690765894,3.3612693348767437,15.574529607932117,5.972791958742613,13.903273681129278,0.6271302971551846,0.0838411806408733,25.531767053785742,11.92731295475688,0.06420739663884933,0.0719255063904328,5.066400437697652,2.403964346393952,0.039166893458387725,0.4305978365875269,0.05539570297368785
29,0.27815988384791673,0.10318883462420382,24.17460528597904,1.9511045398451177,67.8715688563996,9.69097096252545,32.130568623503315,0.4666289212047542,0.05492905488009229,46.608531740572666,18.20530140529372,0.014733709811773566,0.031123009733120818,2.347520797708441,1.8155284098437718,0.021455299333737674,2.028147951883142,0.04136572192887001
30,0.37913107047119543,0.04851850642155028,36.73392011241124,0.22530138804491165,18.85032691446321,20.61069216169923,25.89213589170363,,,,,0.05304947784394839,0.03862176547282916,1.4624896347323926,2.071519823542463,,0.7561520208128734,0.02722279563247951
31,0.6011754044047553,0.08685217063714865,29.45311262678797,0.38091282183408154,18.442914194600515,11.513817014174625,17.397710155450763,0.18104238453735758,0.2616685116797264,13.741951830783044,3.821629104628252,0.05422136596464606,0.057478828596687286,1.6854132603408907,1.0186468383384408,0.07276986648722795,0.8356349522494959,0.03395226890520521
32,0.15166209507570758,1.0889163622058158,16.582626030081762,0.6168803916418083,2.0133461389809355,0.9183441765667859,10.774218837701179,3.253457771703127,0.4571320607642214,3.3770018455857453,2.187551663578849,0.49668558259244716,0.09281415340301025,-0.9612015086081094,0.9587170232914701,0.2961206554586732,2.8225140311277315,0.060304079594266126
33,6.1115467045348115,0.07076198071827453,17.48306555109308,0.1015707993813456,67.54037091797224,14.131882542707661,6.150687406816861,7.600615308928232,0.16333552811092894,16.189779470909404,6.122366710816598,0.01480595955290947,0.16258345350012282,0.8287497497931398,1.8971833396255278,0.06176736389750394,3.428961039737004,0.05719820686352559
34,,,,,,,,0.2067188441381734,0.9977505106275512,1.7853681401280515,1.0022545609834206,,,,,0.560108572301664,0.11655482053134492,
35,0.32892370840671203,0.08962630897895216,3.84002143850246,0.13442250687880247,57.65017083824011,11.15743816065035,1.7318369722087554,0.45221118381648734,0.1032663107243658,11.913132416448814,9.683700259895591,0.017346002370155808,0.5774215564439746,0.03307898540299803,-0.014418905322802544,0.08394097916844023,1.0014963907392698,0.2604152127832865
36,0.18338119982601134,0.11922672777630895,138.69226627825356,0.14386469374398875,32.00380459687814,8.387381073446736,35.9999137897852,2.8711259482887233,0.09825870262386086,14.10722243604118,10.17721558799783,0.031246285015049325,0.027777844298164548,1.5611490267518668,2.809043091211745,0.07088567608072845,3.860838376991751,0.007210207366528528
37,0.3736270067024387,0.13770671254824216,54.09915267453128,0.5515725525693765,15.68880233450161,7.261810128897491,11.696323091387649,10.633629786544727,0.35750590509844915,8.891062533199552,2.7971565944473626,0.06373972841769297,0.08549695422968692,6.0523840317482325,5.6986848730016995,0.1124724965397514,7.64819064393107,0.018484577864207076
38,0.5263757821635321,0.1815115937842469,16.627757676515955,1.0837570404533827,4.9884324745484525,5.509289953062979,2.9837433816436905,0.8811707071516006,0.11604511832950942,13.636178484996284,8.61733793196286,0.20046377396148254,0.33514946565180753,2.4534153095443294,1.7346010265341505,0.07333432904976181,2.2253445179717986,0.06014040013418886
39,0.275944146641402,,260.63744119992305,,,,29.208664828478025,0.18139512546721476,0.052274032086691236,135.45058796206723,19.1299572671494,,0.034236416004370544,0.2978171603872539,2.1103269164987175,0.007382766033323154,5.100431535751223,0.003836747304593686
40,0.9513376966185827,0.26594521915549496,43.640488090912356,0.11700205997081789,10.634630131220298,3.7601728776154912,10.789101471368207,0.4550876117650311,0.43031095368979677,3.3776389088618592,2.323900870812788,0.09403241933767681,0.09268612429438818,1.34236590984748,4.534587903745223,0.2960648035455523,0.6160500183770381,0.022914500816690886
41,7.555957336371152,0.14793841627068524,16.272144558487717,1.4501996736878773,25.177078979167955,6.759569456051796,3.6768896910406363,1.9014256693844385,0.0602711530858704,25.73422927827009,16.59168522253532,0.039718666364252225,0.27196899663230834,1.5183514097080746,5.455321078059011,0.03885875070074071,3.5973777235794806,0.06145471461402362
42,0.22229839455105024,0.21307300031731014,2.5233255192719666,0.702701449637623,6.2854618497268095,4.69322719683297,1.8236932701861865,0.3956644431074438,0.012259420457490575,313.1285009076402,81.56992440772306,0.1590972984814893,0.5483378243194958,0.46938638982027214,0.27522542555402296,0.003193577068524203,0.41617146660041016,0.3963024161419021
43,5.191207924421508,,14.507710586527047,,,,2.970581196623562,2.5995010104599583,0.5097419515657735,9.484530159490797,1.9617769283620892,,0.3366344610060231,,7.280623174738711,0.10543484845154287,1.9095252186293408,0.06892886331277351
44,,1.5852455919514967,,0.27296895216661937,2.4177592580603515,0.6308170829032003,,1.0317882943263885,0.1335044897732756,17.12960491775741,7.490384793037696,0.4136061093205162,,-0.861754129488542,,0.058378462597426864,0.8141794354124485,
45,4.450644541398337,0.21097789823998028,10.766651633514051,4.366504574553248,5.9136193641095005,4.739832979388834,2.578232793531779,10.28690298349644,0.4149263483173867,19.67593300196618,2.4100662781604725,0.16910117787917256,0.387862571024921,5.381816153856553,5.76819291433269,0.050823511134138945,7.074550548234356,0.09287938665046386
46,0.18303263601995007,0.23618799816585867,25.47455072491946,2.6046993383806774,15.72049176286055,4.233915388443101,24.43635193236397,9.942036417888861,0.14205091607410408,10.805734938352556,7.039729328308783,0.0636112416255633,0.04092263864785729,5.942942318396579,1.3462737290210107,0.09254345083467873,1.2283462141493757,0.03925486305129574
