id,Gamma/Beta Ratio pre,Theta/Beta Ratio post,Beta/Alpha Ratio pre,Gamma/Beta Ratio post,Beta/Alpha Ratio post,Beta/Theta Ratio post,Beta/Theta Ratio pre,Gamma/Beta Ratio dur,Theta/Beta Ratio dur,Beta/Alpha Ratio dur,Beta/Theta Ratio dur,Alpha/Beta Ratio post,Theta/Beta Ratio pre,Frontal Alpha Asymmetry post,Frontal Alpha Asymmetry pre,Alpha/Beta Ratio dur,Frontal Alpha Asymmetry dur,Alpha/Beta Ratio pre
47,3.244362982438355,0.058678345683427786,52.08256778916029,1.4638878517353802,54.71408808825061,17.042061911476566,16.059715911256983,3.1833720744563694,0.7419040688224185,2.6318741247345483,1.3478831590548386,0.018276828417336657,0.062267602087472465,3.06251251360667,0.302851154472048,0.3799573811687747,0.6602016511970454,0.019200282214352063
48,2.1830813918393286,0.0489966079188091,4.575598862558242,0.2538670150365206,60.968932971485955,20.40957614161927,1.4704663666328812,1.7727998920701522,0.09285508704511006,15.406245257733154,10.769469200047045,0.01640179598464814,0.6800563567392776,2.768995736105211,4.007623359280974,0.06490874208938421,3.9590120454736173,0.21855062693168312
49,0.512777327164573,0.801272955389706,2.381787035492591,1.204482822198546,1.8561786398580267,1.248014167049531,3.5524341263207857,1.8814770743181028,0.882689771356078,2.6488122946844426,1.1329008587736302,0.5387412496442082,0.28149712688288137,-0.7020052226768492,3.577039826882121,0.37752769496229316,2.80287258680843,0.4198528185342919
5,6.702509825320057,0.9183444854211151,13.681538554790379,1.1782946790905136,3.694517526463342,1.0889159959853638,1.0212765835979825,3.335782081168089,0.20777836039096537,5.305177341685603,4.812820729350033,0.27067133741743865,0.9791666783125248,0.9227685637445404,0.4369788823486651,0.18849511252761855,1.6309846920440698,0.07309119482398166
50,15.158089528563545,0.23675250534911504,10.400045707342157,4.948356374214092,3.9069216629236956,4.2238201387791054,2.9291080539438683,4.2558639970069585,0.12785442531755126,19.937418647722147,7.821395290122388,0.25595598946605513,0.34140085704710005,-0.32891902421863506,0.21300433321248136,0.05015694447055463,-3.414054773849802,0.09615342356563168
51,9.670945833179179,,18.239401407435427,,,,2.642700884327668,8.043485995842117,0.4917983090001127,1.1859706868837345,2.033353880441608,,0.37840075126565487,-0.1367258426015283,1.3278895846213032,0.8431911606749805,0.9443922191195924,0.054826360671701796
52,2.657965997743783,0.22183965392674582,18.319920860167787,0.9627965755565882,12.423765773317768,4.507760367901639,12.030264520154036,4.185668429632154,0.3291354603995531,6.827801401172424,3.0382627225460688,0.08049089287788061,0.0831236917795716,1.698639962035088,1.5255134971851199,0.1464600302856329,0.5678623751521101,0.05458538863965601
53,0.4592271269837729,0.4485895074232665,4.6635311677677205,4.396768399569111,11.763816373826197,2.2292095188406855,2.1265509949516406,0.24078497567019028,0.27538822690975734,5.48088107848986,3.631237294423964,0.08500642718505377,0.4702450128748222,0.8733195148651731,1.640296330469706,0.18245241698904527,0.3648629715171765,0.21442978807809002
54,13.067309969005132,0.09306673588800775,8.36646176090177,16.277367429081526,30.357651848449073,10.744977681428027,3.230381819130928,16.463988128256194,0.25038876918597097,11.028108910990145,3.9937893510601956,0.03294062416263887,0.30956092994265016,0.15316365783050756,2.2734578265564345,0.09067737796853298,2.156909176132352,0.11952483960103777
55,16.554204968969294,0.22126584342918365,10.076729333754033,6.070126665410699,8.516196114229192,4.51945037924505,2.0768271304435992,21.13464676610669,0.6063499641008206,8.102290042863757,1.6492125986730088,0.11742331747494178,0.4815037252457335,2.9298948416067816,4.116089523106282,0.12342189611945188,0.4044387518597965,0.09923854922353614
56,0.10690037752763287,0.20023795898448957,123.62658678478454,3.2906375485809103,14.854958554699005,4.994058095036117,39.899653235272176,0.35676794346648694,0.03970836558935126,97.7814434103633,25.18361018284202,0.06731758936369932,0.02506287445916893,3.08686266049612,1.4964976221327504,0.010226889327080805,2.790428994832972,0.008088874941931794
57,0.13873972672192197,0.22418979153268226,68.07117223157007,0.4987614416209392,14.166754083061905,4.460506400239997,31.88576680311882,,,,,0.07058779972722354,0.03136195551371177,4.615590787688518,2.04799998831151,,2.1252791718668718,0.014690506527463907
58,0.3227408680731423,0.21704214622680987,69.41202784400073,2.4047793817387886,7.171396411836087,4.607400071297656,18.784388133084057,0.21708635513471503,0.09870856656411824,26.771410557647965,10.130832964233441,0.13944285639398518,0.05323569726706973,-0.795471071086272,5.47433412603295,0.03735328020339681,0.42830499388757914,0.01440672504551284
59,0.51297199643241,0.12325931077839387,52.26017459720159,0.812502550928376,63.586456297528166,8.112977378219204,15.705655250675608,0.5117005693432398,0.02485895282815517,25.01646140407594,40.22695593466042,0.01572661944425536,0.06367133265305713,1.808981654793559,1.962751678712145,0.039973679084647426,1.2325635915962216,0.01913502983309106
6,0.4977926296389701,0.1516710493582071,39.26093135536836,0.426959489580747,18.91947913779877,6.593216070116738,8.544143592603035,0.7617119532078468,0.04919886884137153,37.22167693988681,20.325670560114503,0.05285557772053693,0.11703923151124648,-0.11983459402982177,1.1668323952488642,0.026866065212886696,2.434802510282829,0.02547061329107427
60,,0.05135027930108664,,0.15344065669513132,37.43085914713901,19.474090766607354,,0.15594094576420364,0.10910778366742746,30.23316128561642,9.165248952797999,0.026715924314455228,,0.370499629730098,,0.033076263198309835,0.45129262601714615,
61,11.446554297188946,0.3437590527523796,6.669104993429305,3.8302736697098116,10.529751396475735,2.9090142993858294,3.220850195600348,0.6173292587265822,0.10606593128458787,52.21897620307328,9.428098050795194,0.09496900376344079,0.31047702912913827,1.384218591851191,0.5174796360772902,0.019150126500204083,0.3180688696473659,0.14994515770635547
62,0.44583631455695216,0.2831708911762893,7.041344961922692,6.6161576760708805,23.830149564335038,3.531436426413778,7.429345386916945,0.6007065068302011,0.42770578002991855,3.5426978844881534,2.338055847480127,0.04196364765988007,0.13460136094372419,-3.559450041198378,0.6682312505003623,0.28227075313944794,2.3012261406657473,0.14201832255168229
63,0.2626943800033964,0.1132566192123186,21.161880701667137,0.5573699286244864,25.082961806025438,8.829506009934233,14.51792952915901,0.4091047967780099,0.11093617144923536,15.621457543221783,9.01419245802621,0.039867700143759725,0.0688803453682233,-1.0025460154744472,0.9219167838793219,0.06401451319335462,5.038242503039388,0.04725477919933741
64,1.917025387308114,0.5221368750187455,6.266704518227541,0.9592001880689003,3.940323226636843,1.9152066208005296,1.7597592783715374,2.2774397294715087,0.45602112523349003,15.369862109076582,2.192880865964234,0.2537862866781929,0.5682595411148447,1.1680680781777895,4.8106257177259835,0.06506239242116921,-0.6122351051305834,0.1595735042383708
65,0.4716732070571457,0.15206478243219945,34.600618887655635,0.24707347788163947,11.414286193471348,6.576144614193402,21.402732602974357,1.3359206957250969,0.11383263962707807,9.896520069455454,8.784826595219565,0.08760950821190833,0.046723005821276725,-0.028954084940753688,0.8969643927172832,0.1010456193673969,0.9605967533543947,0.028901217150100376
66,10.444539014697542,0.09112138460861102,6.159061227501841,0.2950155611580566,5.725653445656447,10.97437230892889,4.082166240009435,0.31736401109946677,0.03910996947397411,77.20244134936884,25.568928164606575,0.17465255441867733,0.24496797562994121,1.2360702467251379,0.6373513248750271,0.01295295825522719,1.906686224795969,0.1623624060651865
67,0.4332380042876414,0.4280292909099456,20.117909258316548,0.3542602165645866,2.514018443374677,2.336288710228462,23.732041192204825,,,,,0.3977695560012106,0.042137125580603924,1.6415332844403103,0.5833401652841239,,,0.04970695449312705
68,1.1149603328893496,0.8242954010682516,2.2916418225173656,0.9337146608415987,2.2188184061027725,1.2131573204266854,0.6209075670074748,1.5593332449512114,0.6439754646458226,4.938969918834579,1.552854192278872,0.4506903301547974,1.6105456804458003,2.9179926527797164,0.4029099770260416,0.20247136881448435,3.7869660520347175,0.43636836706946697
69,7.355994653839689,,2.3088517426734647,,,,1.5947155414365577,9.979301719267301,0.3937801639579398,6.131153828090192,2.5394879974370963,,0.6270710819681209,4.4005298919525515,4.252072920283723,0.1631014370277988,1.812442321018363,0.43311572653949637
7,0.14915891876600218,0.010579280147394366,27.655869228485788,0.08435469048772161,36.32686959648591,94.52438975692462,43.74442739128759,0.2460907085184035,0.062323406726779905,53.745518803225416,16.04533597439415,0.027527833009226184,0.022860054631762453,2.0192752006885577,2.471158631557376,0.01860620238240192,1.5902600199581798,0.03615868992358379
70,0.35594433928951935,0.040807054366865055,33.22147199931147,0.2563298294805518,15.71082126076138,24.50556688090652,26.93277004385746,7.309787938619437,0.7991239113545427,1.915363197061595,1.2513703892365895,0.06365039633526694,0.03712948940534505,5.941380985848717,5.359223377587359,0.5220941916050826,3.0362066452286847,0.03010101418807467
71,15.687800572788564,0.055629967782716776,4.11766646682397,0.15125978830203046,48.205281790637315,17.975922688035094,2.1358492250923224,,,,,0.020744614757012482,0.46819784292441097,1.2694119238593373,0.5648594746054236,,,0.2428559981865937
72,0.25983840492235327,0.03328310311645087,25.55218305076374,0.15686151793054895,37.82372644585511,30.045275421020737,23.51105645181984,0.12389443690877151,0.05010597686944413,31.87840886075413,19.957698910962154,0.02643843148113674,0.04253318016777576,6.24480763302714,2.3215061874553484,0.031369194252072956,5.702073644492984,0.0391355994129085
73,0.11819163195104115,0.32591892767380676,22.46237112660336,0.49345360781498326,4.871260021376306,3.0682476993200027,6.271037295042265,0.19606731058888507,0.46077511133697296,9.397756228687346,2.170256108448276,0.20528569520242199,0.15946325192334235,0.21291901851436634,2.0378187016039035,0.10640837830496455,1.4190796449778347,0.04451889759828817
74,0.40439188538284637,0.04335449668946145,33.09993404017636,0.1529025387003163,96.41988988425494,23.06565815220451,16.8761394514915,0.2279057945391721,0.037610974318143725,39.59143983564645,26.58798444148773,0.01037130410748682,0.059255258163419644,6.5287565017497045,1.3235243843669906,0.025257985164248625,4.947057106420118,0.03021154056640144
75,2.0058134562133643,0.11443027454331442,7.1002712798760355,0.7168311928680281,52.729047059318184,8.738946087396457,2.7170226294604882,,,,,0.018964879051863726,0.3680499342026339,0.046151943776141735,2.3305922851599306,,,0.14083968915867384
76,0.28099576146910815,0.0751819683049532,163.26698012633676,0.366074985645821,40.63968629049304,13.301061711284262,58.83465990149088,0.6285032014944234,0.06443663671297929,16.296772833023777,15.519121590009565,0.024606489155747566,0.016996783897014756,2.593809356980451,3.6717225683619716,0.061361842019028466,2.621403637385871,0.006124937199341809
77,13.518879626250438,0.5107963895409795,8.040959752425808,3.497069913701468,4.480934709093756,1.9577272284532727,2.41222594010221,25.95983585599116,0.29135084003598277,20.906868143417338,3.432288027302399,0.223167723906034,0.41455486543587555,0.7852875255476448,0.28217179765450595,0.04783117170588061,-0.07315029324327682,0.12436326393728295
78,0.48719091132712034,0.30304707103977496,9.230801810769954,2.763779727976732,9.365626894099407,3.299817406480559,5.966844046682156,4.414770445382426,1.0124790546535103,1.4604298566016218,0.987674752780164,0.10677341851296963,0.16759278308204598,2.0413800391624406,0.7863161125527114,0.684729907074737,1.5819787719955514,0.1083329509721744
79,0.18405422553551232,0.06646199856043822,12.767629521278744,0.21626039324480867,7.406077097669442,15.046192134752538,14.556974541738054,,,,,0.13502424924994122,0.06869559310781094,0.8358074169458405,1.59994361795232,,0.5708712684080091,0.07832307464227274
8,0.11334506762857122,0.48191210346651964,14.645018148560228,0.3791450157807339,3.7144191539446942,2.075067201688314,7.318751525962248,0.08802872883427282,0.02801033935433536,34.573371473836275,35.701102630347926,0.26922109717693143,0.1366353259094314,4.342055897657421,1.903570665386237,0.028923994316167847,5.608312115246093,0.06828260571997388
9,14.06944247717878,0.06393538158788768,8.502338798000535,0.3016272828240438,29.597012245388555,15.6407919240361,4.794903341944118,1.1971263451209597,0.16320560947646617,21.440944941467336,6.127240376159972,0.033787194183960506,0.20855477758067695,6.656895319512813,4.879016771899003,0.04663973545615401,3.4868849035395257,0.11761469682144006
