,id,TBR pre,ABR pre,BTR pre,BAR pre,GBR pre,FAA pre,TBR dur,ABR dur,BTR dur,BAR dur,GBR dur,FAA dur,TBR dur10,ABR dur10,BTR dur10,BAR dur10,GBR dur10,FAA dur10
0,10,0.011364825149612245,0.003020025195927762,87.9907950043665,331.12306524740654,0.07135247755804265,2.8781663184320614,0.3701709936970377,0.1414432507899073,2.7014542387900837,7.069973253692747,4.561323773081118,5.352357368642124,0.37014572572529464,0.14144329128808655,2.701638653372306,7.069971229411202,4.561323766810573,5.352357363209514
1,11,0.08311641630622735,0.15336248427082624,12.031317571677796,6.520499486915441,0.12838796457765997,2.1924192252140884,0.03547313157176825,0.026423842124941258,28.190350152109573,37.844610003028585,0.11881336381381818,1.6643569390012303,0.0354732871456619,0.026423840336261883,28.19022651872543,37.8446125648013,0.11881336358656522,1.6643569383770576
2,13,0.20450853042593425,0.1240180766183605,4.889771580272367,8.06334066183988,2.033146057752113,1.2981523820712084,0.29733909313023155,0.25361951553635625,3.3631635499809978,3.9429142425621047,0.7974182978807989,0.5389579622246679,0.2973341934018134,0.2536194132012391,3.3632189710808458,3.9429158335230876,0.7974182973876052,0.538957954040562
3,14,0.5071712852735268,0.033832667107093886,1.971720460200505,29.557232270060208,6.961874476335069,3.6743990688066184,0.3303520817580855,0.0895520070553223,3.02707340204471,11.166695564759733,3.4474734830834186,-0.07700786655574277,0.33035522463053824,0.08955207971019118,3.0270446036334895,11.166686505061683,3.447473475912529,-0.0770078535345533
4,15,0.595387097570368,0.1920541613090281,1.6795795610633153,5.206864528131377,4.9991789847561305,4.4878760916286495,0.059483709492329916,0.013310395061958925,16.81132546262846,75.12925013458072,0.7801229374362696,6.082993409730285,0.059481960120807,0.013310391625684195,16.811819885710133,75.12926953030932,0.7801229374495783,6.082993408774669
5,16,0.06016268395182956,0.023298900118594663,16.621598876816563,42.92048100596423,0.6291925469567943,5.479318391562771,0.8546823009612682,0.23377928235568268,1.1700253987654732,4.277539009973319,8.838849990766947,-0.6214143787005817,0.8547021303771445,0.2337793920072379,1.1699982537293334,4.277537003642475,8.838849962471793,-0.6214143766162543
6,17,0.25710957834929077,0.06319684400113663,3.889392244428448,15.823574987099267,1.0569403728126976,1.5795335578813123,,,,,,,0.3807845686342658,0.18973317041505003,2.626156841351613,5.270559690814495,0.9283649076194576,0.3315923014361317
7,18,0.11820231577078803,0.05126223890231338,8.46007113717763,19.507536569084028,4.1688914478361445,3.973775273674054,0.2610216939755227,0.035883893733067794,3.8310991886129395,27.867655819036106,10.287339066634956,6.52620914312876,0.261029820680176,0.035883897558639584,3.8309799140736462,27.867652848073497,10.287339069419808,6.5262091439789565
8,19,0.07888502700726589,0.03469060404311437,12.676676904831288,28.826249285171695,1.942029275797699,5.339887096195536,0.16635735120003955,0.12742984275474073,6.011156061252327,7.847455339991757,1.37459822810286,1.706857766605765,0.16635941140838795,0.12742990137845156,6.011081618611566,7.847451729795502,1.3745982296836898,1.7068577679491703
9,20,0.43234506776270004,0.04364428271383845,2.312967290629223,22.912508530766306,4.485124986316646,3.8683788717204024,0.2388050852700819,0.013552133018382276,4.187515516552036,73.78912224692512,0.5584328963631784,4.834322409021073,0.2388074307815456,0.01355211544829897,4.187474387741194,73.78921791324598,0.5584328946223508,4.834322413311803
10,21,0.12517576136924316,0.11583922829167767,7.988767066894064,8.632654194501775,0.30015563141757606,1.6164253077628103,0.31539397088808563,0.031108049005221308,3.1706376541828063,32.14602110958986,0.686885686491386,5.4904059732239645,0.3153982542448821,0.031108052737230215,3.1705945944253013,32.14601725305669,0.6868856886932344,5.490405974065229
11,22,0.07461522090562865,0.02973963353738364,13.402091260505326,33.62516215080354,0.1926310076171002,4.347269658044748,0.05049328686847341,0.03567484781183303,19.804612890518165,28.03095349626997,0.14777410238833885,4.3323007144532255,0.05049396623289435,0.035674844840119214,19.804346431961385,28.030955831247795,0.1477741023551371,4.332300715303653
12,23,0.037615652689450156,0.05503890153185512,26.584677614286463,18.16896726075148,0.21943960837395776,1.437402713476441,0.09394734150560692,0.10399008932374634,10.644260752608082,9.61630100044205,0.2572823279306926,3.7651213072988803,0.09394836941432427,0.10399015015131362,10.644144291529665,9.616295375522812,0.2572823285289338,3.7651213095842238
13,24,0.9885638301213914,0.4485838351140298,1.0115684688536544,2.229237707029279,3.7846103791256076,-0.18131895217076632,0.05083562905318096,0.014149963433598983,19.671242760739016,70.67156072117525,0.24399085157515238,0.06413707348537301,0.050836704764833415,0.014149967179536201,19.670826514541435,70.67154201221103,0.24399085157744857,0.0641370733310822
14,25,0.08899019267366876,0.03684553829476564,11.237193335079601,27.140328145024338,0.2140554838010509,1.2041014643300478,0.04563427676329857,0.062178452670490485,21.913352657847998,16.08274180284634,0.13277687422841228,1.9384284390468771,0.045634772166543845,0.06217844426756784,21.913114770256893,16.082743976301092,0.13277687432336407,1.9384284280512354
15,26,0.051475275471563574,0.013533964803985945,19.4268023014744,73.88817796433798,0.10375931837819954,3.932498654953246,0.3030285644688551,0.13510984797243603,3.300018933042791,7.401384984194577,0.40519344414386266,-0.040308163407999587,0.2129504074079972,0.04297869999310592,4.695929029541954,23.26733940673885,0.27866911051464344,0.2067214737747065
16,27,0.2941809534499546,0.10914243580045423,3.399268335603235,9.162339035829346,1.8645047468331073,4.1859940714881105,0.20392224586355892,0.02993121107701978,4.903829867924679,33.40994112890299,4.0343021805466766,2.067560551083787,0.20392297673172455,0.02993115702214053,4.903812292400834,33.41000146637448,4.034302175540167,2.0675605490471014
17,28,0.0719255063904328,0.05539570297368785,13.903273681129278,18.051941690765894,4.034554246675303,2.403964346393952,0.09593654998864422,0.047300124639751105,10.423555986934778,21.14159333862724,0.6118180342846916,1.4444845274669937,0.09593396621762713,0.047300105692267246,10.423836722558622,21.14160180753006,0.6118180339017578,1.4444845369589316
18,29,0.031123009733120818,0.04136572192887001,32.130568623503315,24.17460528597904,0.27815988384791673,1.8155284098437718,0.13920953772424507,0.043494640458410685,7.183415851727503,22.991338460567206,0.4154851960168566,1.0158816914961015,0.13920808291565837,0.04349463763387391,7.1834909227639265,22.991339953622088,0.4154851959151086,1.0158816948363096
19,30,0.03862176547282916,0.02722279563247951,25.89213589170363,36.73392011241124,0.37913107047119543,2.071519823542463,0.1100775650105687,0.07277239325443889,9.084503276430475,13.74147468949708,0.15888750943965577,1.1569032468293976,0.11007792300159226,0.07277241085096409,9.084473732171848,13.741471366778994,0.15888751013412067,1.1569032419016523
20,31,0.057478828596687286,0.03395226890520521,17.397710155450763,29.45311262678797,0.6011754044047553,1.0186468383384408,0.08481158839536129,0.06149835409544304,11.79084154559584,16.26059777873143,0.296975001691101,1.4188065813898127,0.08481239551365621,0.061498337861895326,11.790729337894756,16.260602070996864,0.29697500091951273,1.4188065857585137
21,32,0.09281415340301025,0.060304079594266126,10.774218837701179,16.582626030081762,0.15166209507570758,0.9587170232914701,1.1327340340182492,0.6251028973534326,0.882819770544556,1.5997366261359702,0.8554721070855341,0.7427604565566419,1.132727684567761,0.6251029848335513,0.8828247191482668,1.5997364022606195,0.85547210920219,0.7427604606946225
22,33,0.16258345350012282,0.05719820686352559,6.150687406816861,17.48306555109308,6.1115467045348115,1.8971833396255278,0.14064674266890753,0.07526792286230678,7.110011799946703,13.285872148077932,2.4431708142761854,3.886744628065724,0.14065169991323356,0.07526785082587918,7.109761208836358,13.285884863556808,2.4431708152070932,3.886744646923983
23,34,,,,,,,2.6216026421559975,0.7548067451674155,0.3814460604821497,1.3248424267567995,0.5889335894543914,0.25848940962901423,1.7820338015090194,0.5660354090208672,0.5611565836479666,1.7666739289858358,0.6567898933761981,0.08088604596829896
24,35,0.5774215564439746,0.2604152127832865,1.7318369722087554,3.84002143850246,0.32892370840671203,-0.014418905322802544,0.4457087544880283,0.1553264395040747,2.243617586440878,6.438053966812049,0.5172992629457609,4.024797176186169,0.11881962277601407,0.04075692116241084,8.416118286161302,24.53571004578915,0.9720904069675389,4.889214811032311
25,36,0.027777844298164548,0.007210207366528528,35.9999137897852,138.69226627825356,0.18338119982601134,2.809043091211745,0.32804791215126256,0.1527381683787036,3.048335206410035,6.547151970033907,1.8241765086050215,3.0811289456670927,0.3280477406629681,0.15273804495076332,3.0483367999396975,6.547157260801395,1.8241765069345468,3.081128948998476
26,37,0.08549695422968692,0.018484577864207076,11.696323091387649,54.09915267453128,0.3736270067024387,5.6986848730016995,0.25580625429299464,0.13344643633275735,3.909208563972884,7.493643348455069,0.7178160556377554,7.457015101835971,0.25580464855491386,0.13344642563846446,3.909233102874317,7.493643948989827,0.7178160562027703,7.457015099749199
